5000 vertices, 7500 edges
3201: 741 1621 3676 
3202: 4859 4653 3879 
3203: 418 569 1512 
3204: 186 282 919 
3205: 4584 3275 3539 
3206: 438 783 1934 
3207: 20 676 1112 
3208: 166 2705 4275 
3209: 1311 1803 4999 
3210: 1193 2626 2816 
3211: 702 1178 4812 
3212: 4018 3777 4443 
3213: 1148 2824 3136 
3214: 67 899 1445 
3215: 1512 1955 2350 
3216: 583 1025 3006 
3217: 1620 2400 2563 
3218: 2339 4056 3669 
3219: 1139 4346 4530 
3220: 1355 1618 2248 
3221: 776 1430 4238 
3222: 3491 4244 4914 
3223: 1746 2241 3708 
3224: 1670 3565 4405 
3225: 155 2020 2118 
3226: 36 1713 2182 
3227: 548 4696 3233 
3228: 985 2098 2729 
3229: 2160 4350 4107 
3230: 41 327 1765 
3231: 886 943 2151 
3232: 246 583 1394 
3233: 633 2751 3227 
3234: 1795 4620 4349 
3235: 3266 4917 4413 
3236: 451 4703 4365 
3237: 106 1323 2184 
3238: 2210 2553 2735 
3239: 342 1046 1611 
3240: 25 512 809 
3241: 1265 2858 4633 
3242: 557 2090 3115 
3243: 4879 4219 3794 
3244: 1268 1631 3008 
3245: 124 1999 3059 
3246: 4984 3888 3598 
3247: 2133 4138 4960 
3248: 3550 4592 4654 
3249: 458 547 3687 
3250: 4121 4563 4233 
3251: 1349 1770 2031 
3252: 527 4203 3314 
3253: 1361 2936 4044 
3254: 549 1885 4448 
3255: 756 1430 4166 
3256: 71 3890 4006 
3257: 1327 4771 3888 
3258: 1516 2713 3643 
3259: 1831 4670 4278 
3260: 1696 1986 4688 
3261: 3099 3742 3573 
3262: 188 190 1679 
3263: 289 769 2820 
3264: 3082 3330 3625 
3265: 1326 4886 3358 
3266: 3079 3235 4246 
3267: 246 658 4404 
3268: 4733 3348 4819 
3269: 415 3129 3704 
3270: 3506 4815 4154 
3271: 4121 4712 4409 
3272: 447 1582 4894 
3273: 661 1670 3961 
3274: 847 1793 4210 
3275: 2206 2414 3205 
3276: 328 1695 2473 
3277: 23 67 719 
3278: 265 641 1668 
3279: 1286 3001 4939 
3280: 96 2072 3723 
3281: 11 1863 2627 
3282: 3125 4263 3346 
3283: 74 100 417 
3284: 2652 2796 2815 
3285: 714 2733 3442 
3286: 1511 2201 3180 
3287: 3058 3544 3762 
3288: 4667 4577 4971 
3289: 880 1800 2448 
3290: 1160 1416 2965 
3291: 1920 4853 3901 
3292: 2188 3093 4805 
3293: 2777 3648 3566 
3294: 970 2947 3436 
3295: 1557 4213 4434 
3296: 508 4159 4956 
3297: 155 1521 2472 
3298: 2655 2688 2847 
3299: 747 1693 4669 
3300: 1727 2404 2719 
3301: 1236 1370 1948 
3302: 853 1310 1408 
3303: 11 1393 1801 
3304: 1155 1197 1958 
3305: 300 2643 3320 
3306: 1106 2811 4356 
3307: 829 1468 2038 
3308: 1308 2537 2760 
3309: 356 2796 3542 
3310: 297 466 584 
3311: 4749 4346 4102 
3312: 520 694 1690 
3313: 1015 2049 4513 
3314: 1462 3252 4888 
3315: 3342 3947 4490 
3316: 1977 3399 4935 
3317: 2904 3011 4410 
3318: 828 1982 2994 
3319: 1173 3936 4675 
3320: 1841 2395 3305 
3321: 306 4351 4489 
3322: 22 666 1492 
3323: 1554 3763 4705 
3324: 3390 3930 4556 
3325: 49 541 1964 
3326: 1962 3044 4383 
3327: 999 1452 2568 
3328: 1820 4445 3613 
3329: 444 1274 1325 
3330: 2123 3264 4272 
3331: 2631 2945 4492 
3332: 3421 4699 4567 
3333: 948 2685 4591 
3334: 830 1095 3776 
3335: 203 3603 3476 
3336: 694 977 3913 
3337: 7 1152 1430 
3338: 1862 2794 3503 
3339: 92 1383 1441 
3340: 1892 4534 3474 
3341: 1241 2724 4844 
3342: 1140 3315 4833 
3343: 1147 2058 2097 
3344: 4656 4988 3452 
3345: 875 1520 4014 
3346: 1277 1338 3282 
3347: 503 659 943 
3348: 862 2190 3268 
3349: 610 872 1440 
3350: 1225 3183 4534 
3351: 1424 2402 3163 
3352: 1429 2063 3445 
3353: 1500 4893 3970 
3354: 1057 3106 3793 
3355: 3498 4586 4535 
3356: 1301 1396 2532 
3357: 524 1321 2231 
3358: 3265 4787 3687 
3359: 4456 4738 3475 
3360: 1619 4637 4415 
3361: 1174 2185 4108 
3362: 1304 2234 2583 
3363: 37 551 1408 
3364: 1308 1925 2006 
3365: 138 1520 2735 
3366: 2152 4700 4526 
3367: 1897 1952 4928 
3368: 686 2470 3158 
3369: 3686 4847 4483 
3370: 1821 4688 3571 
3371: 871 4713 3976 
3372: 880 3931 4118 
3373: 2457 3908 3414 
3374: 2840 4104 4309 
3375: 742 2034 3151 
3376: 261 308 710 
3377: 1651 2076 3068 
3378: 1128 1828 4931 
3379: 2042 4259 4725 
3380: 727 3811 4412 
3381: 1289 1355 1621 
3382: 1280 1645 2052 
3383: 838 839 1389 
3384: 790 1175 3452 
3385: 2279 2423 3630 
3386: 3930 3916 4186 
3387: 380 1362 2824 
3388: 345 512 3822 
3389: 347 3141 4667 
3390: 822 3324 4010 
3391: 2644 3116 4171 
3392: 1364 4073 4053 
3393: 2746 4307 3784 
3394: 1145 2120 2229 
3395: 2459 2782 3971 
3396: 479 2162 2227 
3397: 2267 3799 4811 
3398: 2686 4307 4571 
3399: 1718 3316 4077 
3400: 581 2535 4049 
3401: 243 3640 4232 
3402: 4490 3512 3511 
3403: 1233 1483 2230 
3404: 402 1483 2739 
3405: 412 491 2676 
3406: 1302 1887 2421 
3407: 462 861 866 
3408: 960 1884 2967 
3409: 406 1254 3128 
3410: 176 3601 4162 
3411: 1924 3855 4805 
3412: 111 311 2954 
3413: 3169 3961 4818 
3414: 3373 4575 4142 
3415: 1020 1731 4015 
3416: 734 997 2921 
3417: 2270 3105 3497 
3418: 2280 3445 3472 
3419: 315 1326 1792 
3420: 24 1701 2173 
3421: 3332 4393 4772 
3422: 229 3617 3772 
3423: 1329 2643 2678 
3424: 3199 3950 4799 
3425: 3127 4161 3564 
3426: 2689 4409 4181 
3427: 746 3724 3945 
3428: 1716 1915 2491 
3429: 2438 2840 3071 
3430: 1784 2473 3911 
3431: 1530 1847 3524 
3432: 4969 4261 4234 
3433: 1501 1906 2736 
3434: 256 3727 4135 
3435: 731 1750 3141 
3436: 933 3294 4393 
3437: 1906 2497 3618 
3438: 1714 2941 3040 
3439: 65 81 1074 
3440: 1549 3839 3734 
3441: 35 724 3006 
3442: 3285 4710 4699 
3443: 1038 1697 4471 
3444: 3806 4388 4485 
3445: 1303 3352 3418 
3446: 812 1370 3005 
3447: 2177 3787 4507 
3448: 665 709 1700 
3449: 703 976 1753 
3450: 307 626 2835 
3451: 230 424 2545 
3452: 1221 3344 3384 
3453: 2848 3544 4216 
3454: 224 1437 3672 
3455: 4461 4536 4253 
3456: 2292 3196 4363 
3457: 390 414 1946 
3458: 212 364 2019 
3459: 2930 4212 4779 
3460: 21 595 1030 
3461: 2649 2712 3605 
3462: 1661 4477 4327 
3463: 779 2709 2909 
3464: 428 500 1971 
3465: 3489 4258 3518 
3466: 4143 4874 3724 
3467: 2503 2955 3010 
3468: 23 2401 3162 
3469: 1168 1706 2442 
3470: 754 951 1869 
3471: 529 751 836 
3472: 871 3418 3533 
3473: 461 2281 2712 
3474: 976 2268 3340 
3475: 3359 3856 4289 
3476: 3335 4076 4904 
3477: 456 1874 4160 
3478: 1322 4936 3933 
3479: 2242 3131 3676 
3480: 2555 3515 4047 
3481: 1002 2246 4517 
3482: 902 3772 3583 
3483: 2355 3198 4337 
3484: 350 2011 2829 
3485: 4422 4126 4201 
3486: 2453 2462 4048 
3487: 1563 1722 4790 
3488: 776 2156 2198 
3489: 3465 4976 3523 
3490: 621 1003 1171 
3491: 2705 3222 3773 
3492: 1349 2108 3518 
3493: 497 3962 4349 
3494: 211 258 691 
3495: 181 2155 2665 
3496: 88 1749 2668 
3497: 91 3043 3417 
3498: 88 1465 3355 
3499: 101 1090 3160 
3500: 1908 2900 3116 
3501: 860 1100 1624 
3502: 779 1789 3121 
3503: 558 2753 3338 
3504: 865 2397 3020 
3505: 2017 2757 4188 
3506: 3143 3270 4430 
3507: 886 3857 4482 
3508: 1036 1076 1328 
3509: 1910 4198 3514 
3510: 757 1080 1302 
3511: 910 2487 3402 
3512: 3057 3402 4754 
3513: 205 293 1287 
3514: 1550 3509 4665 
3515: 1292 3480 3970 
3516: 2143 4834 4670 
3517: 2319 4733 4549 
3518: 639 3465 3492 
3519: 1245 2337 3034 
3520: 2057 2616 2624 
3521: 4815 4342 4785 
3522: 2807 4687 4912 
3523: 3489 4626 3871 
3524: 1532 2841 3431 
3525: 955 1374 1653 
3526: 722 1156 4830 
3527: 193 3890 4357 
3528: 527 4021 4272 
3529: 95 357 2429 
3530: 370 4344 3828 
3531: 1 995 1954 
3532: 94 1136 2307 
3533: 3472 3676 4069 
3534: 621 1795 3824 
3535: 556 4310 4632 
3536: 602 1385 1619 
3537: 2826 4697 4462 
3538: 2197 4030 4415 
3539: 299 1614 3205 
3540: 591 2024 2345 
3541: 1893 2263 2441 
3542: 671 3023 3309 
3543: 316 4219 3755 
3544: 2319 3287 3453 
3545: 268 314 416 
3546: 249 433 2390 
3547: 1572 4643 4303 
3548: 239 1364 1591 
3549: 462 1051 1758 
3550: 3248 4186 4599 
3551: 235 800 2048 
3552: 1542 4774 3904 
3553: 461 4650 4180 
3554: 2368 2722 2930 
3555: 376 1742 4176 
3556: 55 4573 4762 
3557: 49 1567 4719 
3558: 492 1530 2521 
3559: 1331 2300 4197 
3560: 1404 1497 3853 
3561: 78 2884 3890 
3562: 748 1827 4033 
3563: 137 1678 2376 
3564: 1299 3425 4274 
3565: 1377 1624 3224 
3566: 1449 3293 4985 
3567: 3604 4112 3717 
3568: 445 1768 1982 
3569: 704 3069 3874 
3570: 14 1584 2853 
3571: 3125 3370 4890 
3572: 952 1221 1771 
3573: 158 931 3261 
3574: 607 3008 4755 
3575: 1300 3999 4916 
3576: 404 665 941 
3577: 1861 4835 4679 
3578: 529 1544 2380 
3579: 298 1049 2087 
3580: 2270 4256 4574 
3581: 968 4385 3997 
3582: 2471 4403 4679 
3583: 1109 3095 3482 
3584: 1140 3118 4628 
3585: 209 797 932 
3586: 322 371 482 
3587: 104 2289 3720 
3588: 1584 2140 3842 
3589: 1177 2391 3804 
3590: 163 2033 3054 
3591: 1160 1961 3842 
3592: 146 2436 2870 
3593: 154 1919 4946 
3594: 144 1151 1327 
3595: 1467 3131 3140 
3596: 68 853 2566 
3597: 1828 2993 4488 
3598: 562 1219 3246 
3599: 34 892 1226 
3600: 816 2295 2544 
3601: 1096 2386 3410 
3602: 458 740 980 
3603: 564 651 3335 
3604: 3567 4486 3744 
3605: 318 764 3461 
3606: 255 1886 3011 
3607: 2803 4312 4315 
3608: 387 610 771 
3609: 1180 2268 4959 
3610: 148 2138 2316 
3611: 326 2349 2566 
3612: 2463 4635 4534 
3613: 998 3328 4711 
3614: 1119 1297 4644 
3615: 2150 3815 3653 
3616: 383 389 1232 
3617: 1613 2922 3422 
3618: 3437 3656 4732 
3619: 1520 2517 4015 
3620: 196 3131 3196 
3621: 272 373 464 
3622: 1528 3750 4282 
3623: 174 2496 4532 
3624: 968 1609 2104 
3625: 855 1242 3264 
3626: 430 2143 2964 
3627: 670 1194 2229 
3628: 2485 4224 4249 
3629: 1218 3645 4961 
3630: 464 3385 3888 
3631: 1724 3035 4048 
3632: 1197 1519 3186 
3633: 4925 4469 4201 
3634: 914 4006 4306 
3635: 2861 3840 4742 
3636: 260 523 4266 
3637: 713 935 1444 
3638: 2120 3921 4200 
3639: 583 3985 4553 
3640: 432 3401 4118 
3641: 1393 1509 1902 
3642: 1559 4069 4819 
3643: 565 1453 3258 
3644: 834 3666 3858 
3645: 1165 2020 3629 
3646: 2521 2730 4900 
3647: 344 1041 2005 
3648: 1446 2289 3293 
3649: 589 738 1199 
3650: 1248 3195 4235 
3651: 178 1915 2468 
3652: 4194 4432 3966 
3653: 1504 3615 3954 
3654: 63 2374 2388 
3655: 3827 4469 4811 
3656: 3618 4813 4194 
3657: 477 1672 1684 
3658: 1182 2763 4713 
3659: 4055 3748 4000 
3660: 735 1917 4231 
3661: 2096 2979 4549 
3662: 987 2377 4873 
3663: 543 605 793 
3664: 72 1272 2016 
3665: 857 2422 3684 
3666: 2285 3151 3644 
3667: 3858 3806 4363 
3668: 656 760 1611 
3669: 1573 2752 3218 
3670: 1485 4319 3803 
3671: 37 963 1264 
3672: 2926 3454 3924 
3673: 286 684 760 
3674: 2010 3740 3686 
3675: 835 1976 3172 
3676: 3201 3479 3533 
3677: 1023 2523 4111 
3678: 3991 4439 4847 
3679: 256 1632 1763 
3680: 787 1986 2007 
3681: 1017 2050 3088 
3682: 490 2623 4973 
3683: 425 1725 3839 
3684: 2420 3665 4050 
3685: 412 1322 4860 
3686: 2035 3369 3674 
3687: 1356 3249 3358 
3688: 32 164 462 
3689: 1701 2370 4543 
3690: 775 1070 1324 
3691: 994 1074 1981 
3692: 1171 4647 4008 
3693: 3136 4941 3784 
3694: 554 683 2704 
3695: 85 1148 3901 
3696: 434 1091 2599 
3697: 662 1000 1361 
3698: 2441 4281 4857 
3699: 1665 3071 4723 
3700: 145 1529 2055 
3701: 530 985 1656 
3702: 200 2946 3197 
3703: 32 484 1540 
3704: 1061 2948 3269 
3705: 1432 2638 3155 
3706: 998 1240 1435 
3707: 1342 3173 3836 
3708: 35 3035 3223 
3709: 1627 2576 3091 
3710: 359 2800 4554 
3711: 4535 4671 3834 
3712: 914 1501 3838 
3713: 1751 1910 2353 
3714: 2426 3839 4724 
3715: 4451 3891 4801 
3716: 1116 1462 4154 
3717: 1247 3567 4518 
3718: 179 860 4566 
3719: 3101 4333 4217 
3720: 1346 3587 3895 
3721: 192 2684 2819 
3722: 711 865 1124 
3723: 2255 2946 3280 
3724: 3166 3427 3466 
3725: 18 298 299 
3726: 2026 4034 4298 
3727: 128 2712 3434 
3728: 1379 2577 3029 
3729: 70 644 4087 
3730: 628 2362 3111 
3731: 2113 2372 3790 
3732: 1970 2772 4626 
3733: 3835 4061 4936 
3734: 1966 3160 3440 
3735: 1691 2266 4580 
3736: 2208 4536 4229 
3737: 105 2280 2446 
3738: 833 2125 2889 
3739: 1751 1991 2569 
3740: 2266 2613 3674 
3741: 945 2235 2944 
3742: 3261 4933 4891 
3743: 2124 2261 4199 
3744: 44 2070 3604 
3745: 1347 1358 2762 
3746: 59 2344 2567 
3747: 313 1743 1773 
3748: 2380 3659 4226 
3749: 4615 4785 4348 
3750: 1908 3622 4662 
3751: 33 780 1183 
3752: 2543 3042 4437 
3753: 72 87 413 
3754: 337 519 1942 
3755: 1982 2887 3543 
3756: 421 616 1196 
3757: 2309 2821 4376 
3758: 228 3040 4156 
3759: 764 1578 2763 
3760: 2798 2986 3126 
3761: 296 705 2519 
3762: 219 1475 3287 
3763: 1511 2914 3323 
3764: 930 1810 2385 
3765: 783 4375 4967 
3766: 272 276 839 
3767: 599 1111 1508 
3768: 537 2507 2930 
3769: 2053 3181 4552 
3770: 516 2070 4880 
3771: 1514 4605 4523 
3772: 2099 3422 3482 
3773: 1385 3491 4503 
3774: 173 687 3804 
3775: 404 739 1359 
3776: 3334 3886 4922 
3777: 1507 1587 3212 
3778: 777 2056 2844 
3779: 209 2413 2686 
3780: 851 1365 3132 
3781: 471 1241 1284 
3782: 1492 4639 4624 
3783: 546 4160 4228 
3784: 3393 3693 4604 
3785: 2238 2982 3993 
3786: 244 1184 1196 
3787: 423 2548 3447 
3788: 597 2315 2792 
3789: 782 3887 4369 
3790: 2057 3731 4673 
3791: 2243 3816 4353 
3792: 66 961 1259 
3793: 1037 3354 4989 
3794: 643 2483 3243 
3795: 29 720 1448 
3796: 395 2586 2817 
3797: 1441 1873 2933 
3798: 4716 4683 4707 
3799: 2468 3397 4841 
3800: 2348 3043 4351 
3801: 149 592 750 
3802: 230 2235 3052 
3803: 3670 4704 4881 
3804: 3589 3774 4956 
3805: 806 1057 2331 
3806: 2910 3444 3667 
3807: 313 4822 4603 
3808: 2745 4283 4716 
3809: 533 1403 2418 
3810: 145 1222 1293 
3811: 3380 4875 4170 
3812: 75 1660 1886 
3813: 467 1856 2606 
3814: 401 1593 2230 
3815: 1253 2798 3615 
3816: 381 3791 4003 
3817: 580 1098 1386 
3818: 1312 4949 4100 
3819: 846 1252 2306 
3820: 795 932 1746 
3821: 564 664 724 
3822: 2392 3388 4003 
3823: 6 321 858 
3824: 3083 3534 4838 
3825: 850 1531 2132 
3826: 52 898 1123 
3827: 3655 4820 4174 
3828: 982 3530 3853 
3829: 157 1446 4677 
3830: 4152 3913 4148 
3831: 637 2225 4182 
3832: 2232 4672 4982 
3833: 19 906 919 
3834: 859 1870 3711 
3835: 110 3733 3897 
3836: 3707 3953 3959 
3837: 255 1995 4470 
3838: 2146 2772 3712 
3839: 3440 3683 3714 
3840: 2597 2989 3635 
3841: 277 1023 2024 
3842: 3588 3591 4857 
3843: 3092 4130 3962 
3844: 420 4666 4371 
3845: 1111 1440 1474 
3846: 235 501 1694 
3847: 2043 4775 4683 
3848: 1514 1989 3024 
3849: 820 956 2589 
3850: 1087 1689 2590 
3851: 3123 4282 4417 
3852: 4138 4176 4799 
3853: 3560 3828 4250 
3854: 4988 4786 4436 
3855: 3411 4645 4923 
3856: 2476 3475 3918 
3857: 3507 4247 4936 
3858: 336 3644 3667 
3859: 69 2125 4881 
3860: 1 131 617 
3861: 4317 4996 4296 
3862: 1556 2885 4029 
3863: 1829 1968 2143 
3864: 3155 4125 4518 
3865: 809 1442 3877 
3866: 270 393 722 
3867: 1636 4791 4881 
3868: 1324 1998 4320 
3869: 1933 2169 2210 
3870: 395 1338 2443 
3871: 1459 2848 3523 
3872: 4296 4891 4813 
3873: 406 1457 2561 
3874: 1583 2443 3569 
3875: 789 1799 2677 
3876: 866 4980 4135 
3877: 2119 2721 3865 
3878: 30 628 1244 
3879: 2476 2962 3202 
3880: 797 1620 2839 
3881: 2616 4220 4834 
3882: 689 1077 1456 
3883: 1298 2968 3107 
3884: 2174 2232 2576 
3885: 4001 4523 4504 
3886: 1876 3143 3776 
3887: 1070 1688 3789 
3888: 3246 3257 3630 
3889: 4333 4635 4444 
3890: 3256 3527 3561 
3891: 2346 3715 4324 
3892: 29 1551 1913 
3893: 1557 4275 4089 
3894: 109 158 2148 
3895: 1571 3720 4575 
3896: 4125 4623 3992 
3897: 2356 2891 3835 
3898: 4137 3984 4369 
3899: 437 1823 2905 
3900: 4246 4531 4448 
3901: 1275 3291 3695 
3902: 547 1393 2386 
3903: 712 2691 3189 
3904: 534 2687 3552 
3905: 89 1203 2286 
3906: 463 2828 4812 
3907: 596 1423 4479 
3908: 77 2397 3373 
3909: 2432 3107 4845 
3910: 4173 4252 4322 
3911: 227 3430 4164 
3912: 661 805 1040 
3913: 3336 3830 4593 
3914: 2726 4104 4205 
3915: 2721 4254 4726 
3916: 3386 4144 4181 
3917: 618 4885 4773 
3918: 2190 3856 3969 
3919: 269 332 3152 
3920: 548 790 1837 
3921: 3638 4616 4245 
3922: 1044 2431 2942 
3923: 1845 2117 2841 
3924: 2981 3672 4551 
3925: 1065 1600 3163 
3926: 232 1860 2830 
3927: 1911 2854 4989 
3928: 1872 4622 4569 
3929: 1758 2368 4469 
3930: 2005 3324 3386 
3931: 132 187 3372 
3932: 960 1399 2524 
3933: 464 955 3478 
3934: 149 253 4138 
3935: 4439 4903 4634 
3936: 1719 3319 4652 
3937: 357 887 2252 
3938: 1764 2734 2811 
3939: 351 1375 1983 
3940: 2045 2250 2329 
3941: 176 2238 2915 
3942: 636 890 2792 
3943: 379 870 2615 
3944: 709 1789 4877 
3945: 2541 2979 3427 
3946: 30 2053 2678 
3947: 295 1153 3315 
3948: 1761 2223 4806 
3949: 1273 1576 4924 
3950: 1923 2321 3424 
3951: 2070 2785 4934 
3952: 1887 2081 2453 
3953: 1108 3836 4130 
3954: 2222 3653 4038 
3955: 765 1566 2603 
3956: 74 1874 2102 
3957: 985 3096 4695 
3958: 328 1340 1406 
3959: 6 1400 3836 
3960: 58 105 1032 
3961: 652 3273 3413 
3962: 3493 3843 4965 
3963: 1654 2396 4084 
3964: 755 4321 4018 
3965: 981 1228 1353 
3966: 3652 4429 4010 
3967: 1264 4281 4439 
3968: 2931 2966 4400 
3969: 1704 3918 4385 
3970: 1484 3353 3515 
3971: 1705 1930 3395 
3972: 4817 4257 4440 
3973: 262 719 864 
3974: 2116 2632 2643 
3975: 4742 4272 4947 
3976: 2310 2339 3371 
3977: 4336 4400 4111 
3978: 2883 4214 4923 
3979: 500 2519 3026 
3980: 263 323 934 
3981: 455 2774 4300 
3982: 3122 4096 4817 
3983: 3009 4373 4767 
3984: 425 1752 3898 
3985: 2503 3639 4795 
3986: 2131 2647 4664 
3987: 8 1317 1947 
3988: 570 2149 2748 
3989: 691 2679 2761 
3990: 716 1212 2835 
3991: 2448 3678 4549 
3992: 2169 3036 3896 
3993: 3785 4643 4013 
3994: 4428 4402 4592 
3995: 4305 4089 4394 
3996: 4778 4515 4366 
3997: 561 3581 4924 
3998: 1880 2224 2554 
3999: 127 2564 3575 
4000: 2145 2542 3659 
4001: 150 521 3885 
4002: 375 3181 4678 
4003: 2510 3816 3822 
4004: 1158 1790 2058 
4005: 717 915 2239 
4006: 2711 3256 3634 
4007: 84 1604 4177 
4008: 3692 4645 4165 
4009: 476 1415 2025 
4010: 3390 3966 4245 
4011: 1164 2153 4403 
4012: 344 1027 1371 
4013: 903 3993 4189 
4014: 3345 4273 4961 
4015: 3415 3619 4689 
4016: 1109 1298 2196 
4017: 198 1811 4783 
4018: 3212 3964 4617 
4019: 4662 4666 4591 
4020: 426 1032 1276 
4021: 2830 3528 4630 
4022: 390 1153 1174 
4023: 140 851 1010 
4024: 358 2899 2923 
4025: 10 743 931 
4026: 688 2458 4332 
4027: 31 1905 4315 
4028: 1655 2057 2382 
4029: 60 3862 4658 
4030: 910 2887 3538 
4031: 675 761 1485 
4032: 1640 2644 2739 
4033: 3562 4705 4278 
4034: 217 3726 4420 
4035: 4528 4186 4243 
4036: 3 2276 2470 
4037: 1012 1280 2703 
4038: 1470 2437 3954 
4039: 1460 1502 1646 
4040: 538 2750 4283 
4041: 1019 1622 2840 
4042: 4843 4602 4947 
4043: 2051 4770 4409 
4044: 2267 3253 4829 
4045: 1455 4211 4518 
4046: 270 1249 1685 
4047: 3480 4368 4122 
4048: 1305 3486 3631 
4049: 2334 3400 4582 
4050: 950 3684 4694 
4051: 130 245 2866 
4052: 2327 4671 4507 
4053: 271 3110 3392 
4054: 632 1069 1984 
4055: 622 897 3659 
4056: 2894 2943 3218 
4057: 191 4640 4672 
4058: 151 306 1043 
4059: 1735 1800 2971 
4060: 973 2357 2383 
4061: 1781 3054 3733 
4062: 706 748 2585 
4063: 1644 2617 4353 
4064: 251 4475 4311 
4065: 1340 1732 2228 
4066: 1812 2632 2988 
4067: 1664 1802 2866 
4068: 1421 2086 2319 
4069: 2282 3533 3642 
4070: 1710 2332 4969 
4071: 602 924 1313 
4072: 1546 4470 4425 
4073: 1019 2382 3392 
4074: 59 169 1388 
4075: 120 1469 2508 
4076: 2999 3007 3476 
4077: 355 3399 4765 
4078: 67 207 1334 
4079: 152 689 975 
4080: 1087 4372 4934 
4081: 2134 2568 4860 
4082: 1655 4122 4783 
4083: 2632 2718 4878 
4084: 125 440 3963 
4085: 2344 2751 2815 
4086: 752 1376 2726 
4087: 709 2454 3729 
4088: 1309 4798 4302 
4089: 1675 3893 3995 
4090: 1448 1453 2770 
4091: 2069 2886 4686 
4092: 1038 2611 3035 
4093: 123 1868 2625 
4094: 749 2399 2672 
4095: 397 483 975 
4096: 1030 2037 3982 
4097: 75 1658 2952 
4098: 643 2396 2451 
4099: 449 4420 4415 
4100: 201 2283 3818 
4101: 708 2491 2799 
4102: 2352 2367 3311 
4103: 627 928 1802 
4104: 3374 3914 4132 
4105: 663 715 1197 
4106: 914 2163 2832 
4107: 1537 3135 3229 
4108: 482 513 3361 
4109: 594 2121 2685 
4110: 1590 4539 4429 
4111: 903 3677 3977 
4112: 63 1651 3567 
4113: 334 1119 1538 
4114: 4602 4755 4939 
4115: 598 699 1246 
4116: 422 717 4709 
4117: 374 1200 2177 
4118: 1774 3372 3640 
4119: 1213 1666 2904 
4120: 1477 1831 1968 
4121: 2145 3250 3271 
4122: 4047 4082 4822 
4123: 575 2550 2658 
4124: 137 1144 1297 
4125: 1951 3864 3896 
4126: 371 1712 3485 
4127: 97 2137 2183 
4128: 188 1072 2479 
4129: 961 965 1499 
4130: 3129 3843 3953 
4131: 251 1689 2757 
4132: 1315 4104 4257 
4133: 3104 4259 4609 
4134: 523 1581 4856 
4135: 3434 3876 4244 
4136: 34 2535 2773 
4137: 3898 4929 4934 
4138: 3247 3852 3934 
4139: 4746 4602 4772 
4140: 581 4706 4982 
4141: 516 1308 1992 
4142: 2243 3414 4882 
4143: 1818 2847 3466 
4144: 102 297 3916 
4145: 1024 3122 4801 
4146: 596 1378 1956 
4147: 18 645 1073 
4148: 835 3174 3830 
4149: 45 867 3088 
4150: 956 1940 2220 
4151: 1218 4371 4581 
4152: 978 3164 3830 
4153: 338 2031 2749 
4154: 2318 3270 3716 
4155: 128 452 1959 
4156: 1353 3758 4166 
4157: 2396 2612 2736 
4158: 1535 4809 4427 
4159: 3296 4539 4634 
4160: 2263 3477 3783 
4161: 210 1191 3425 
4162: 439 3186 3410 
4163: 339 2911 3144 
4164: 619 1566 3911 
4165: 2999 4008 4486 
4166: 2695 3255 4156 
4167: 4885 4225 4490 
4168: 1277 1426 1747 
4169: 768 1787 2455 
4170: 531 2317 3811 
4171: 1663 2033 3391 
4172: 444 1522 1806 
4173: 1717 2751 3910 
4174: 1230 1927 3827 
4175: 2347 2946 3034 
4176: 486 3555 3852 
4177: 1737 4007 4315 
4178: 1041 1165 2191 
4179: 315 1835 2186 
4180: 2296 2856 3553 
4181: 2520 3426 3916 
4182: 3831 4566 4479 
4183: 1257 2012 4829 
4184: 792 2717 2815 
4185: 4658 4407 4224 
4186: 3386 3550 4035 
4187: 2942 4427 4771 
4188: 3505 4529 4470 
4189: 3001 4013 4554 
4190: 949 1130 1509 
4191: 787 2628 4622 
4192: 4803 4197 4397 
4193: 1207 2285 2293 
4194: 1037 3652 3656 
4195: 673 1592 2969 
4196: 123 916 2316 
4197: 3559 4192 4784 
4198: 1605 3509 4271 
4199: 887 1942 3743 
4200: 2839 3638 4639 
4201: 2527 3485 3633 
4202: 4851 4850 4331 
4203: 541 1705 3252 
4204: 1940 2816 3195 
4205: 1160 3048 3914 
4206: 619 1551 1798 
4207: 180 1228 2313 
4208: 1944 2240 2550 
4209: 2038 2100 2822 
4210: 62 1744 3274 
4211: 2179 4045 4561 
4212: 84 2215 3459 
4213: 719 1643 3295 
4214: 481 2789 3978 
4215: 126 844 1431 
4216: 199 1559 3453 
4217: 1858 2784 3719 
4218: 1260 1382 1586 
4219: 2184 3243 3543 
4220: 3881 4929 4878 
4221: 857 1782 2062 
4222: 1945 2431 2516 
4223: 930 2107 2625 
4224: 3628 4185 4897 
4225: 466 2431 4167 
4226: 411 3748 4331 
4227: 225 1709 1844 
4228: 381 469 3783 
4229: 896 3736 4905 
4230: 262 657 798 
4231: 744 1979 3660 
4232: 1512 3115 3401 
4233: 2315 2435 3250 
4234: 563 2871 3432 
4235: 791 3650 4388 
4236: 283 1002 1390 
4237: 490 2281 4661 
4238: 3221 4596 4830 
4239: 2658 3126 4804 
4240: 369 783 2645 
4241: 61 438 4828 
4242: 223 1305 2387 
4243: 1109 1997 4035 
4244: 3033 3222 4135 
4245: 3148 3921 4010 
4246: 2633 3266 3900 
4247: 3857 4992 4487 
